Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2019,4,Finger Lakes,Monroe,6300,6600000
2019,4,Mohawk Valley,Montgomery,800,810000
2019,4,Long Island,Nassau,8600,9960000
2019,4,New York City,New York,12300,15470000
2019,4,Western New York,Niagara,3000,2730000
2019,4,Mohawk Valley,Oneida,2000,2090000
2019,4,Central New York,Onondaga,3800,3860000
2019,4,Finger Lakes,Ontario,1100,1150000
2019,4,Hudson Valley,Orange,2700,2910000
2019,4,Finger Lakes,Orleans,500,420000
2019,4,Central New York,Oswego,1800,1820000
2019,4,Mohawk Valley,Otsego,600,530000
2019,4,Out-of-State Resident,Out-of-State,13600,19320000
2019,4,Hudson Valley,Putnam,700,790000
2019,4,New York City,Queens,15200,17920000
2019,4,Capital,Rensselaer,1300,1440000
2019,4,New York City,Richmond,3300,3610000
2019,4,Hudson Valley,Rockland,1600,1620000
2019,4,Capital,Saratoga,1700,1890000
2019,4,Capital,Schenectady,1300,1440000
2019,4,Mohawk Valley,Schoharie,400,380000
2019,4,Southern Tier,Schuyler,200,220000
2019,4,Finger Lakes,Seneca,300,280000
2019,4,Southern Tier,Steuben,900,1030000
2019,4,North Country,St. Lawrence,1300,1410000
2019,4,Long Island,Suffolk,12700,13370000
2019,4,Hudson Valley,Sullivan,700,670000
2019,4,Southern Tier,Tioga,400,430000
2019,4,Southern Tier,Tompkins,400,420000
2019,4,Hudson Valley,Ulster,1400,1420000
2019,4,Unknown Geography,Unknown,100,230000
2019,4,Capital,Warren,1000,990000
2019,4,Capital,Washington,600,630000
2019,4,Finger Lakes,Wayne,900,1020000
2019,4,Hudson Valley,Westchester,5900,6960000
2019,4,Finger Lakes,Wyoming,500,510000
2019,4,Finger Lakes,Yates,200,210000
2019,3,Capital,Albany,2100,2350000
2019,3,Western New York,Allegany,500,540000
2019,3,New York City,Bronx,12800,13210000
2019,3,Southern Tier,Broome,2000,2110000
2019,3,Western New York,Cattaraugus,1100,1150000
2019,3,Central New York,Cayuga,900,980000
2019,3,Western New York,Chautauqua,1400,1460000
2019,3,Southern Tier,Chemung,600,600000
2019,3,Southern Tier,Chenango,700,750000
2019,3,North Country,Clinton,1000,960000
2019,3,Capital,Columbia,500,540000
2019,3,Central New York,Cortland,700,880000
2019,3,Southern Tier,Delaware,500,490000
2019,3,Hudson Valley,Dutchess,1900,2140000
2019,3,Western New York,Erie,9000,9780000
2019,3,North Country,Essex,500,500000
2019,3,North Country,Franklin,600,660000
2019,3,Mohawk Valley,Fulton,600,730000
2019,3,Finger Lakes,Genesee,800,850000
2019,3,Capital,Greene,500,510000
2019,3,North Country,Hamilton,100,90000
2019,3,Mohawk Valley,Herkimer,900,1020000
2019,3,North Country,Jefferson,1600,1670000
2019,3,New York City,Kings,18600,20700000
2019,3,North Country,Lewis,600,690000
2019,3,Finger Lakes,Livingston,900,910000
2019,3,Central New York,Madison,900,1030000
2019,3,Finger Lakes,Monroe,6400,6780000
2019,3,Mohawk Valley,Montgomery,900,1010000
2019,3,Long Island,Nassau,8700,10090000
2019,3,New York City,New York,11800,13490000
2019,3,Western New York,Niagara,3100,3060000
2019,3,Mohawk Valley,Oneida,2200,2350000
2019,3,Central New York,Onondaga,3900,4220000
2019,3,Finger Lakes,Ontario,1200,1320000
2019,3,Hudson Valley,Orange,2500,2830000
2019,3,Finger Lakes,Orleans,500,510000
2019,3,Central New York,Oswego,1900,1970000
2019,3,Mohawk Valley,Otsego,700,730000
2019,3,Out-of-State Resident,Out-of-State,13800,17970000
2019,3,Hudson Valley,Putnam,700,800000
2019,3,New York City,Queens,14500,16210000
2019,3,Capital,Rensselaer,1500,1670000
2019,3,New York City,Richmond,2800,3250000
2019,3,Hudson Valley,Rockland,1500,1710000
2019,3,Capital,Saratoga,1900,2180000
2019,3,Capital,Schenectady,1400,1590000
2019,3,Mohawk Valley,Schoharie,500,550000
2019,3,Southern Tier,Schuyler,300,290000
2019,3,Finger Lakes,Seneca,300,360000
2019,3,Southern Tier,Steuben,1100,1220000
2019,3,North Country,St. Lawrence,1500,1510000
2019,3,Long Island,Suffolk,13000,15150000
2019,3,Hudson Valley,Sullivan,700,750000
2019,3,Southern Tier,Tioga,500,580000
2019,3,Southern Tier,Tompkins,500,520000
2019,3,Hudson Valley,Ulster,1500,1600000
2019,3,Unknown Geography,Unknown,100,320000
2019,3,Capital,Warren,1000,1070000
2019,3,Capital,Washington,700,790000
2019,3,Finger Lakes,Wayne,1100,1220000
2019,3,Hudson Valley,Westchester,6200,7270000
2019,3,Finger Lakes,Wyoming,700,730000
2019,3,Finger Lakes,Yates,300,270000
2019,2,Capital,Albany,2200,2370000
2019,2,Western New York,Allegany,500,570000
2019,2,New York City,Bronx,14400,13730000
2019,2,Southern Tier,Broome,1900,2130000
2019,2,Western New York,Cattaraugus,1200,1250000
2019,2,Central New York,Cayuga,1000,1020000
2019,2,Western New York,Chautauqua,1400,1470000
2019,2,Southern Tier,Chemung,600,620000
2019,2,Southern Tier,Chenango,700,740000
2019,2,North Country,Clinton,900,960000
2019,2,Capital,Columbia,500,560000
2019,2,Central New York,Cortland,800,940000
2019,2,Southern Tier,Delaware,500,540000
2019,2,Hudson Valley,Dutchess,1900,2170000
2019,2,Western New York,Erie,10500,10430000
2019,2,North Country,Essex,500,510000
2019,2,North Country,Franklin,600,630000
2019,2,Mohawk Valley,Fulton,700,730000
2019,2,Finger Lakes,Genesee,900,940000
2019,2,Capital,Greene,600,550000
2019,2,North Country,Hamilton,100,90000
2019,2,Mohawk Valley,Herkimer,900,1030000
2019,2,North Country,Jefferson,1700,1760000
2019,2,New York City,Kings,20800,21360000
2019,2,North Country,Lewis,500,670000
2019,2,Finger Lakes,Livingston,900,950000
2019,2,Central New York,Madison,900,1030000
2019,2,Finger Lakes,Monroe,7200,6970000
2019,2,Mohawk Valley,Montgomery,1000,1090000
2019,2,Long Island,Nassau,9900,10740000
2019,2,New York City,New York,12400,13710000
2019,2,Western New York,Niagara,3500,3260000
2019,2,Mohawk Valley,Oneida,2300,2430000
2019,2,Central New York,Onondaga,4200,4380000
2019,2,Finger Lakes,Ontario,1200,1360000
2019,2,Hudson Valley,Orange,2600,2930000
2019,2,Finger Lakes,Orleans,600,540000
2019,2,Central New York,Oswego,2000,2150000
2019,2,Mohawk Valley,Otsego,700,810000
2019,2,Out-of-State Resident,Out-of-State,14100,18070000
2019,2,Hudson Valley,Putnam,700,850000
2019,2,New York City,Queens,15900,16770000
2019,2,Capital,Rensselaer,1600,1740000
2019,2,New York City,Richmond,3500,3560000
2019,2,Hudson Valley,Rockland,1800,1810000
2019,2,Capital,Saratoga,2000,2220000
2019,2,Capital,Schenectady,1600,1680000
2019,2,Mohawk Valley,Schoharie,500,630000
2019,2,Southern Tier,Schuyler,300,310000
2019,2,Finger Lakes,Seneca,300,360000
2019,2,Southern Tier,Steuben,1200,1280000
2019,2,North Country,St. Lawrence,1400,1410000
2019,2,Long Island,Suffolk,15300,16420000
2019,2,Hudson Valley,Sullivan,800,780000
2019,2,Southern Tier,Tioga,500,590000
2019,2,Southern Tier,Tompkins,500,550000
2019,2,Hudson Valley,Ulster,1500,1660000
2019,2,Unknown Geography,Unknown,100,250000
2019,2,Capital,Warren,1100,1060000
2019,2,Capital,Washington,700,800000
2019,2,Finger Lakes,Wayne,1100,1240000
2019,2,Hudson Valley,Westchester,6700,7460000
2019,2,Finger Lakes,Wyoming,700,790000
2019,2,Finger Lakes,Yates,300,260000
2019,1,Capital,Albany,2400,2580000
2019,1,Western New York,Allegany,600,590000
2019,1,New York City,Bronx,14600,14470000
2019,1,Southern Tier,Broome,2200,2300000
2019,1,Western New York,Cattaraugus,1300,1390000
2019,1,Central New York,Cayuga,1000,1070000
2019,1,Western New York,Chautauqua,1500,1540000
2019,1,Southern Tier,Chemung,600,630000
2019,1,Southern Tier,Chenango,800,810000
2019,1,North Country,Clinton,1000,1070000
2019,1,Capital,Columbia,500,560000
2019,1,Central New York,Cortland,800,1000000
2019,1,Southern Tier,Delaware,500,540000
2019,1,Hudson Valley,Dutchess,2100,2400000
2019,1,Western New York,Erie,11000,11370000
2019,1,North Country,Essex,500,510000
2019,1,North Country,Franklin,600,640000
2019,1,Mohawk Valley,Fulton,700,710000
2019,1,Finger Lakes,Genesee,900,980000
2019,1,Capital,Greene,600,560000
2019,1,North Country,Hamilton,100,90000
2019,1,Mohawk Valley,Herkimer,1000,1080000
2019,1,North Country,Jefferson,1700,1770000
2019,1,New York City,Kings,21100,23020000
2019,1,North Country,Lewis,600,670000
2019,1,Finger Lakes,Livingston,900,940000
2019,1,Central New York,Madison,1000,1130000
2019,1,Finger Lakes,Monroe,7200,7260000
2019,1,Mohawk Valley,Montgomery,1000,1090000
2019,1,Long Island,Nassau,10200,11680000
2019,1,New York City,New York,13200,15440000
2019,1,Western New York,Niagara,3700,3560000
2019,1,Mohawk Valley,Oneida,2500,2610000
2019,1,Central New York,Onondaga,4200,4600000
2019,1,Finger Lakes,Ontario,1300,1430000
2019,1,Hudson Valley,Orange,3100,3170000
2019,1,Finger Lakes,Orleans,600,580000
2019,1,Central New York,Oswego,2100,2350000
2019,1,Mohawk Valley,Otsego,800,870000
2019,1,Out-of-State Resident,Out-of-State,14800,19730000
2019,1,Hudson Valley,Putnam,700,890000
2019,1,New York City,Queens,16400,18390000
2019,1,Capital,Rensselaer,1700,1900000
2019,1,New York City,Richmond,3500,3810000
2019,1,Hudson Valley,Rockland,1900,1910000
2019,1,Capital,Saratoga,2000,2300000
2019,1,Capital,Schenectady,1600,1740000
2019,1,Mohawk Valley,Schoharie,600,670000
2019,1,Southern Tier,Schuyler,300,310000
2019,1,Finger Lakes,Seneca,400,420000
2019,1,Southern Tier,Steuben,1200,1300000
2019,1,North Country,St. Lawrence,1500,1520000
2019,1,Long Island,Suffolk,15900,17960000
2019,1,Hudson Valley,Sullivan,800,800000
2019,1,Southern Tier,Tioga,500,610000
2019,1,Southern Tier,Tompkins,600,620000
2019,1,Hudson Valley,Ulster,1700,1760000
2019,1,Unknown Geography,Unknown,100,260000
2019,1,Capital,Warren,1100,1100000
2019,1,Capital,Washington,700,800000
2019,1,Finger Lakes,Wayne,1200,1290000
2019,1,Hudson Valley,Westchester,6900,7990000
2019,1,Finger Lakes,Wyoming,800,880000
2019,1,Finger Lakes,Yates,300,280000
2018,12,Capital,Albany,2000,2150000
2018,12,Western New York,Allegany,500,500000
2018,12,New York City,Bronx,13300,14140000
2018,12,Southern Tier,Broome,1900,1980000
2018,12,Western New York,Cattaraugus,1100,1180000
2018,12,Central New York,Cayuga,900,880000
2018,12,Western New York,Chautauqua,1300,1370000
2018,12,Southern Tier,Chemung,600,550000
2018,12,Southern Tier,Chenango,600,680000
2018,12,North Country,Clinton,900,870000
2018,12,Capital,Columbia,400,430000
2018,12,Central New York,Cortland,700,870000
2018,12,Southern Tier,Delaware,400,410000
2018,12,Hudson Valley,Dutchess,1700,1850000
2018,12,Western New York,Erie,9100,9480000
2018,12,North Country,Essex,400,460000
2018,12,North Country,Franklin,500,540000
2018,12,Mohawk Valley,Fulton,500,600000
2018,12,Finger Lakes,Genesee,800,850000
2018,12,Capital,Greene,500,470000
2018,12,North Country,Hamilton,100,90000
2018,12,Mohawk Valley,Herkimer,900,920000
2018,12,North Country,Jefferson,1500,1580000
2018,12,New York City,Kings,18700,20950000
2018,12,North Country,Lewis,500,540000
2018,12,Finger Lakes,Livingston,700,770000
2018,12,Central New York,Madison,800,930000
2018,12,Finger Lakes,Monroe,6300,6360000
2018,12,Mohawk Valley,Montgomery,900,900000
2018,12,Long Island,Nassau,8200,9420000
2018,12,New York City,New York,11800,14090000
2018,12,Western New York,Niagara,3200,3040000
2018,12,Mohawk Valley,Oneida,2200,2330000
2018,12,Central New York,Onondaga,3700,4080000
2018,12,Finger Lakes,Ontario,1100,1170000
2018,12,Hudson Valley,Orange,2500,2580000
2018,12,Finger Lakes,Orleans,500,510000
2018,12,Central New York,Oswego,1800,2000000
2018,12,Mohawk Valley,Otsego,700,670000
2018,12,Out-of-State Resident,Out-of-State,13100,17830000
2018,12,Hudson Valley,Putnam,600,710000
2018,12,New York City,Queens,14400,16490000
2018,12,Capital,Rensselaer,1400,1450000
2018,12,New York City,Richmond,3200,3470000
2018,12,Hudson Valley,Rockland,1500,1610000
2018,12,Capital,Saratoga,1700,1980000
2018,12,Capital,Schenectady,1300,1510000
2018,12,Mohawk Valley,Schoharie,400,460000
2018,12,Southern Tier,Schuyler,300,270000
2018,12,Finger Lakes,Seneca,300,320000
2018,12,Southern Tier,Steuben,1000,1120000
2018,12,North Country,St. Lawrence,1300,1310000
2018,12,Long Island,Suffolk,11900,13020000
2018,12,Hudson Valley,Sullivan,700,670000
2018,12,Southern Tier,Tioga,500,540000
2018,12,Southern Tier,Tompkins,500,530000
2018,12,Hudson Valley,Ulster,1400,1400000
2018,12,Unknown Geography,Unknown,100,190000
2018,12,Capital,Warren,900,1000000
2018,12,Capital,Washington,600,620000
2018,12,Finger Lakes,Wayne,1000,1110000
2018,12,Hudson Valley,Westchester,5900,6760000
2018,12,Finger Lakes,Wyoming,600,710000
2018,12,Finger Lakes,Yates,200,250000
2018,11,Capital,Albany,1600,1570000
2018,11,Western New York,Allegany,400,300000
2018,11,New York City,Bronx,11600,11530000
2018,11,Southern Tier,Broome,1400,1150000
2018,11,Western New York,Cattaraugus,900,710000
2018,11,Central New York,Cayuga,700,550000
2018,11,Western New York,Chautauqua,1300,970000
2018,11,Southern Tier,Chemung,500,400000
2018,11,Southern Tier,Chenango,400,360000
2018,11,North Country,Clinton,600,510000
2018,11,Capital,Columbia,300,260000
2018,11,Central New York,Cortland,500,450000
2018,11,Southern Tier,Delaware,300,230000
2018,11,Hudson Valley,Dutchess,1200,1310000
2018,11,Western New York,Erie,7500,6670000
2018,11,North Country,Essex,400,270000
2018,11,North Country,Franklin,400,330000
2018,11,Mohawk Valley,Fulton,400,400000
2018,11,Finger Lakes,Genesee,500,510000
2018,11,Capital,Greene,400,330000
2018,11,North Country,Hamilton,100,70000
2018,11,Mohawk Valley,Herkimer,700,530000
2018,11,North Country,Jefferson,1300,1000000
2018,11,New York City,Kings,16600,17780000
2018,11,North Country,Lewis,300,270000
2018,11,Finger Lakes,Livingston,500,430000
2018,11,Central New York,Madison,600,480000
2018,11,Finger Lakes,Monroe,5400,4780000
2018,11,Mohawk Valley,Montgomery,600,530000
2018,11,Long Island,Nassau,6700,7650000
2018,11,New York City,New York,11200,12630000
2018,11,Western New York,Niagara,2400,1880000
2018,11,Mohawk Valley,Oneida,1800,1500000
2018,11,Central New York,Onondaga,3200,2910000
2018,11,Finger Lakes,Ontario,800,690000
2018,11,Hudson Valley,Orange,2100,2010000
2018,11,Finger Lakes,Orleans,400,290000
2018,11,Central New York,Oswego,1300,1200000
2018,11,Mohawk Valley,Otsego,400,340000
2018,11,Out-of-State Resident,Out-of-State,11800,14840000
2018,11,Hudson Valley,Putnam,500,520000
2018,11,New York City,Queens,12800,14170000
2018,11,Capital,Rensselaer,1000,970000
2018,11,New York City,Richmond,2600,2730000
2018,11,Hudson Valley,Rockland,1300,1270000
2018,11,Capital,Saratoga,1400,1370000
2018,11,Capital,Schenectady,1100,1110000
2018,11,Mohawk Valley,Schoharie,200,210000
2018,11,Southern Tier,Schuyler,200,160000
2018,11,Finger Lakes,Seneca,200,190000
2018,11,Southern Tier,Steuben,800,660000
2018,11,North Country,St. Lawrence,1000,740000
2018,11,Long Island,Suffolk,8900,9410000
2018,11,Hudson Valley,Sullivan,600,480000
2018,11,Southern Tier,Tioga,400,330000
2018,11,Southern Tier,Tompkins,400,370000
2018,11,Hudson Valley,Ulster,1100,980000
2018,11,Unknown Geography,Unknown,100,120000
2018,11,Capital,Warren,800,640000
2018,11,Capital,Washington,400,380000
2018,11,Finger Lakes,Wayne,800,640000
2018,11,Hudson Valley,Westchester,4800,5350000
2018,11,Finger Lakes,Wyoming,500,360000
2018,11,Finger Lakes,Yates,200,130000
2018,10,Capital,Albany,1400,1670000
2018,10,Western New York,Allegany,200,240000
2018,10,New York City,Bronx,11600,13150000
2018,10,Southern Tier,Broome,1000,1050000
2018,10,Western New York,Cattaraugus,500,500000
2018,10,Central New York,Cayuga,400,460000
2018,10,Western New York,Chautauqua,800,750000
2018,10,Southern Tier,Chemung,400,410000
2018,10,Southern Tier,Chenango,300,270000
2018,10,North Country,Clinton,400,430000
2018,10,Capital,Columbia,200,230000
2018,10,Central New York,Cortland,200,240000
2018,10,Southern Tier,Delaware,200,190000
2018,10,Hudson Valley,Dutchess,1100,1450000
2018,10,Western New York,Erie,5800,6200000
2018,10,North Country,Essex,200,170000
2018,10,North Country,Franklin,300,240000
2018,10,Mohawk Valley,Fulton,300,330000
2018,10,Finger Lakes,Genesee,400,390000
2018,10,Capital,Greene,300,300000
2018,10,North Country,Hamilton,100,40000
2018,10,Mohawk Valley,Herkimer,400,360000
2018,10,North Country,Jefferson,800,700000
2018,10,New York City,Kings,17100,20730000
2018,10,North Country,Lewis,200,150000
2018,10,Finger Lakes,Livingston,400,370000
2018,10,Central New York,Madison,300,330000
2018,10,Finger Lakes,Monroe,4400,4870000
2018,10,Mohawk Valley,Montgomery,400,450000
2018,10,Long Island,Nassau,6400,8600000
2018,10,New York City,New York,11700,14810000
2018,10,Western New York,Niagara,1600,1540000
2018,10,Mohawk Valley,Oneida,1200,1320000
2018,10,Central New York,Onondaga,2300,2520000
2018,10,Finger Lakes,Ontario,500,560000
2018,10,Hudson Valley,Orange,1700,2170000
2018,10,Finger Lakes,Orleans,200,210000
2018,10,Central New York,Oswego,800,870000
2018,10,Mohawk Valley,Otsego,200,210000
2018,10,Out-of-State Resident,Out-of-State,11300,16210000
2018,10,Hudson Valley,Putnam,400,530000
2018,10,New York City,Queens,13000,16380000
2018,10,Capital,Rensselaer,800,980000
2018,10,New York City,Richmond,2600,3300000
2018,10,Hudson Valley,Rockland,1100,1390000
2018,10,Capital,Saratoga,1100,1400000
2018,10,Capital,Schenectady,900,1160000
2018,10,Mohawk Valley,Schoharie,100,160000
2018,10,Southern Tier,Schuyler,100,100000
2018,10,Finger Lakes,Seneca,200,160000
2018,10,Southern Tier,Steuben,600,600000
2018,10,North Country,St. Lawrence,700,560000
2018,10,Long Island,Suffolk,7400,9390000
2018,10,Hudson Valley,Sullivan,400,440000
2018,10,Southern Tier,Tioga,300,290000
2018,10,Southern Tier,Tompkins,300,350000
2018,10,Hudson Valley,Ulster,900,980000
2018,10,Unknown Geography,Unknown,100,100000
2018,10,Capital,Warren,400,390000
2018,10,Capital,Washington,300,330000
2018,10,Finger Lakes,Wayne,500,520000
2018,10,Hudson Valley,Westchester,4400,5930000
2018,10,Finger Lakes,Wyoming,200,220000
2018,10,Finger Lakes,Yates,100,90000
2018,9,Capital,Albany,1600,1470000
2018,9,Western New York,Allegany,200,170000
2018,9,New York City,Bronx,14300,11970000
2018,9,Southern Tier,Broome,1000,890000
2018,9,Western New York,Cattaraugus,500,390000
2018,9,Central New York,Cayuga,500,380000
2018,9,Western New York,Chautauqua,700,550000
2018,9,Southern Tier,Chemung,400,350000
2018,9,Southern Tier,Chenango,300,200000
2018,9,North Country,Clinton,400,340000
2018,9,Capital,Columbia,200,210000
2018,9,Central New York,Cortland,200,180000
2018,9,Southern Tier,Delaware,200,150000
2018,9,Hudson Valley,Dutchess,1200,1240000
2018,9,Western New York,Erie,6500,5330000
2018,9,North Country,Essex,200,110000
2018,9,North Country,Franklin,200,190000
2018,9,Mohawk Valley,Fulton,300,250000
2018,9,Finger Lakes,Genesee,300,270000
2018,9,Capital,Greene,300,250000
2018,9,North Country,Hamilton,0,10000
2018,9,Mohawk Valley,Herkimer,300,270000
2018,9,North Country,Jefferson,600,480000
2018,9,New York City,Kings,20700,18980000
2018,9,North Country,Lewis,100,100000
2018,9,Finger Lakes,Livingston,300,270000
2018,9,Central New York,Madison,300,250000
2018,9,Finger Lakes,Monroe,5100,4320000
2018,9,Mohawk Valley,Montgomery,400,370000
2018,9,Long Island,Nassau,8500,7940000
2018,9,New York City,New York,12600,12950000
2018,9,Western New York,Niagara,1900,1340000
2018,9,Mohawk Valley,Oneida,1300,1090000
2018,9,Central New York,Onondaga,2400,2060000
2018,9,Finger Lakes,Ontario,500,460000
2018,9,Hudson Valley,Orange,2300,1990000
2018,9,Finger Lakes,Orleans,300,170000
2018,9,Central New York,Oswego,700,610000
2018,9,Mohawk Valley,Otsego,200,170000
2018,9,Out-of-State Resident,Out-of-State,11300,13740000
2018,9,Hudson Valley,Putnam,500,510000
2018,9,New York City,Queens,15200,14550000
2018,9,Capital,Rensselaer,1000,850000
2018,9,New York City,Richmond,3600,3200000
2018,9,Hudson Valley,Rockland,1600,1350000
2018,9,Capital,Saratoga,1100,1080000
2018,9,Capital,Schenectady,1100,1000000
2018,9,Mohawk Valley,Schoharie,200,130000
2018,9,Southern Tier,Schuyler,100,60000
2018,9,Finger Lakes,Seneca,100,120000
2018,9,Southern Tier,Steuben,500,460000
2018,9,North Country,St. Lawrence,500,410000
2018,9,Long Island,Suffolk,11100,9290000
2018,9,Hudson Valley,Sullivan,500,400000
2018,9,Southern Tier,Tioga,200,240000
2018,9,Southern Tier,Tompkins,300,250000
2018,9,Hudson Valley,Ulster,1200,910000
2018,9,Unknown Geography,Unknown,100,110000
2018,9,Capital,Warren,300,270000
2018,9,Capital,Washington,300,250000
2018,9,Finger Lakes,Wayne,500,410000
2018,9,Hudson Valley,Westchester,6100,5530000
2018,9,Finger Lakes,Wyoming,200,160000
2018,9,Finger Lakes,Yates,100,70000
2018,8,Capital,Albany,1800,1750000
2018,8,Western New York,Allegany,300,250000
2018,8,New York City,Bronx,15000,14720000
2018,8,Southern Tier,Broome,1300,1160000
2018,8,Western New York,Cattaraugus,600,490000
2018,8,Central New York,Cayuga,600,550000
2018,8,Western New York,Chautauqua,900,680000
2018,8,Southern Tier,Chemung,500,400000
2018,8,Southern Tier,Chenango,300,260000
2018,8,North Country,Clinton,600,500000
2018,8,Capital,Columbia,200,250000
2018,8,Central New York,Cortland,300,260000
2018,8,Southern Tier,Delaware,200,190000
2018,8,Hudson Valley,Dutchess,1400,1500000
2018,8,Western New York,Erie,7200,6820000
2018,8,North Country,Essex,100,130000
2018,8,North Country,Franklin,300,240000
2018,8,Mohawk Valley,Fulton,300,250000
2018,8,Finger Lakes,Genesee,400,340000
2018,8,Capital,Greene,300,300000
2018,8,North Country,Hamilton,0,10000
2018,8,Mohawk Valley,Herkimer,400,310000
2018,8,North Country,Jefferson,700,610000
2018,8,New York City,Kings,21200,22680000
2018,8,North Country,Lewis,100,120000
2018,8,Finger Lakes,Livingston,400,350000
2018,8,Central New York,Madison,400,330000
2018,8,Finger Lakes,Monroe,5500,5360000
2018,8,Mohawk Valley,Montgomery,500,420000
2018,8,Long Island,Nassau,8900,10070000
2018,8,New York City,New York,13200,14860000
2018,8,Western New York,Niagara,2100,1710000
2018,8,Mohawk Valley,Oneida,1400,1280000
2018,8,Central New York,Onondaga,2600,2580000
2018,8,Finger Lakes,Ontario,500,510000
2018,8,Hudson Valley,Orange,2500,2500000
2018,8,Finger Lakes,Orleans,300,280000
2018,8,Central New York,Oswego,900,890000
2018,8,Mohawk Valley,Otsego,300,290000
2018,8,Out-of-State Resident,Out-of-State,11900,15530000
2018,8,Hudson Valley,Putnam,500,620000
2018,8,New York City,Queens,15500,16910000
2018,8,Capital,Rensselaer,1100,1030000
2018,8,New York City,Richmond,3700,3970000
2018,8,Hudson Valley,Rockland,1700,1760000
2018,8,Capital,Saratoga,1100,1170000
2018,8,Capital,Schenectady,1100,1070000
2018,8,Mohawk Valley,Schoharie,200,190000
2018,8,Southern Tier,Schuyler,100,90000
2018,8,Finger Lakes,Seneca,200,160000
2018,8,Southern Tier,Steuben,500,470000
2018,8,North Country,St. Lawrence,800,690000
2018,8,Long Island,Suffolk,11900,13310000
2018,8,Hudson Valley,Sullivan,500,450000
2018,8,Southern Tier,Tioga,300,270000
2018,8,Southern Tier,Tompkins,300,340000
2018,8,Hudson Valley,Ulster,1200,1200000
2018,8,Unknown Geography,Unknown,100,120000
2018,8,Capital,Warren,300,290000
2018,8,Capital,Washington,300,280000
2018,8,Finger Lakes,Wayne,500,490000
2018,8,Hudson Valley,Westchester,6500,7060000
2018,8,Finger Lakes,Wyoming,200,190000
2018,8,Finger Lakes,Yates,100,80000
2018,7,Capital,Albany,1800,2000000
2018,7,Western New York,Allegany,300,320000
2018,7,New York City,Bronx,15100,16120000
2018,7,Southern Tier,Broome,1400,1400000
2018,7,Western New York,Cattaraugus,600,600000
2018,7,Central New York,Cayuga,600,650000
2018,7,Western New York,Chautauqua,900,850000
2018,7,Southern Tier,Chemung,500,490000
2018,7,Southern Tier,Chenango,400,340000
2018,7,North Country,Clinton,600,570000
2018,7,Capital,Columbia,300,300000
2018,7,Central New York,Cortland,300,340000
2018,7,Southern Tier,Delaware,300,280000
2018,7,Hudson Valley,Dutchess,1500,1760000
2018,7,Western New York,Erie,7600,7830000
2018,7,North Country,Essex,200,150000
2018,7,North Country,Franklin,300,300000
2018,7,Mohawk Valley,Fulton,300,320000
2018,7,Finger Lakes,Genesee,400,400000
2018,7,Capital,Greene,300,340000
2018,7,North Country,Hamilton,0,10000
2018,7,Mohawk Valley,Herkimer,800,540000
2018,7,North Country,Jefferson,700,760000
2018,7,New York City,Kings,21700,24870000
2018,7,North Country,Lewis,200,180000
2018,7,Finger Lakes,Livingston,600,470000
2018,7,Central New York,Madison,400,450000
2018,7,Finger Lakes,Monroe,5800,6140000
2018,7,Mohawk Valley,Montgomery,500,480000
2018,7,Long Island,Nassau,9200,11220000
2018,7,New York City,New York,13500,16380000
2018,7,Western New York,Niagara,2300,2110000
2018,7,Mohawk Valley,Oneida,1700,1620000
2018,7,Central New York,Onondaga,2800,3050000
2018,7,Finger Lakes,Ontario,600,630000
2018,7,Hudson Valley,Orange,2700,2840000
2018,7,Finger Lakes,Orleans,400,360000
2018,7,Central New York,Oswego,1000,1190000
2018,7,Mohawk Valley,Otsego,400,390000
2018,7,Out-of-State Resident,Out-of-State,12800,17680000
2018,7,Hudson Valley,Putnam,600,700000
2018,7,New York City,Queens,16000,18840000
2018,7,Capital,Rensselaer,1100,1180000
2018,7,New York City,Richmond,3700,4370000
2018,7,Hudson Valley,Rockland,1700,1970000
2018,7,Capital,Saratoga,1200,1410000
2018,7,Capital,Schenectady,1100,1250000
2018,7,Mohawk Valley,Schoharie,300,250000
2018,7,Southern Tier,Schuyler,100,110000
2018,7,Finger Lakes,Seneca,200,190000
2018,7,Southern Tier,Steuben,600,550000
2018,7,North Country,St. Lawrence,900,870000
2018,7,Long Island,Suffolk,12300,14900000
2018,7,Hudson Valley,Sullivan,500,500000
2018,7,Southern Tier,Tioga,300,300000
2018,7,Southern Tier,Tompkins,400,400000
2018,7,Hudson Valley,Ulster,1300,1390000
2018,7,Unknown Geography,Unknown,100,180000
2018,7,Capital,Warren,300,350000
2018,7,Capital,Washington,300,340000
2018,7,Finger Lakes,Wayne,600,610000
2018,7,Hudson Valley,Westchester,6600,7580000
2018,7,Finger Lakes,Wyoming,300,270000
2018,7,Finger Lakes,Yates,100,90000
2018,6,Capital,Albany,1600,1580000
2018,6,Western New York,Allegany,300,240000
2018,6,New York City,Bronx,12000,11670000
2018,6,Southern Tier,Broome,1300,1060000
2018,6,Western New York,Cattaraugus,500,450000
2018,6,Central New York,Cayuga,500,450000
2018,6,Western New York,Chautauqua,800,620000
2018,6,Southern Tier,Chemung,500,400000
2018,6,Southern Tier,Chenango,300,270000
2018,6,North Country,Clinton,500,440000
2018,6,Capital,Columbia,200,240000
2018,6,Central New York,Cortland,300,290000
2018,6,Southern Tier,Delaware,300,220000
